"species","site","presence_absence","abundance"
"Juncus_subnodulosus","SE76",1,4
"Juncus_subnodulosus","SE80",1,7
"Juncus_subnodulosus","SE81",1,2
"Juncus_subnodulosus","SE82",1,2
"Juncus_subnodulosus","SE83",1,4
"Juncus_subnodulosus","SE84",1,1
"Juncus_subnodulosus","SE85",1,1
"Juncus_subnodulosus","SE86",1,1
"Juncus_subnodulosus","SE87",1,1
"Juncus_subnodulosus","SE88",1,5
"Juncus_subnodulosus","SE89",1,3
"Juncus_subnodulosus","SE90",1,13
"Juncus_subnodulosus","SE91",1,7
"Juncus_subnodulosus","SE92",1,1
"Juncus_subnodulosus","SE93",1,2
"Juncus_subnodulosus","SE94",1,1
"Juncus_subnodulosus","SE97",1,1
"Juncus_subnodulosus","SE98",1,4
"Juncus_subnodulosus","SE99",1,3
"Juncus_subnodulosus","SH32",1,1
"Juncus_subnodulosus","SH33",1,4
"Juncus_subnodulosus","SH37",1,3
"Juncus_subnodulosus","SH48",1,6
"Juncus_subnodulosus","SH53",1,1
"Juncus_subnodulosus","SH57",1,7
"Juncus_subnodulosus","SH58",1,1
"Juncus_subnodulosus","SJ08",1,1
"Juncus_subnodulosus","SJ17",1,2
"Juncus_subnodulosus","SJ22",1,5
"Juncus_subnodulosus","SJ26",1,1
"Juncus_subnodulosus","SJ32",1,6
"Juncus_subnodulosus","SJ33",1,2
"Juncus_subnodulosus","SJ35",1,1
"Juncus_subnodulosus","SJ42",1,4
"Juncus_subnodulosus","SJ43",1,3
"Juncus_subnodulosus","SJ55",1,2
"Juncus_subnodulosus","SJ72",1,1
"Juncus_subnodulosus","SJ74",1,2
"Juncus_subnodulosus","SJ81",1,2
"Juncus_subnodulosus","SJ82",1,3
"Juncus_subnodulosus","SK24",1,1
"Juncus_subnodulosus","SK30",1,7
"Juncus_subnodulosus","SK31",1,2
"Juncus_subnodulosus","SK40",1,1
"Juncus_subnodulosus","SK46",1,2
"Juncus_subnodulosus","SK56",1,3
"Juncus_subnodulosus","SK58",1,3
"Juncus_subnodulosus","SK59",1,6
"Juncus_subnodulosus","SK63",1,8
"Juncus_subnodulosus","SK69",1,2
"Juncus_subnodulosus","SK79",1,9
"Juncus_subnodulosus","SK87",1,2
"Juncus_subnodulosus","SK88",1,1
"Juncus_subnodulosus","SK89",1,4
"Juncus_subnodulosus","SK93",1,3
"Juncus_subnodulosus","SK94",1,2
"Juncus_subnodulosus","SK96",1,2
"Juncus_subnodulosus","SK97",1,7
"Juncus_subnodulosus","SM90",1,3
"Juncus_subnodulosus","SN30",1,5
"Juncus_subnodulosus","SN40",1,4
"Juncus_subnodulosus","SN69",1,4
"Juncus_subnodulosus","SN79",1,1
"Juncus_subnodulosus","SO40",1,1
"Juncus_subnodulosus","SO41",1,1
"Juncus_subnodulosus","SO71",1,1
"Juncus_subnodulosus","SO87",1,1
"Juncus_subnodulosus","SO90",1,2
"Juncus_subnodulosus","SO95",1,4
"Juncus_subnodulosus","SO96",1,3
"Juncus_subnodulosus","SP05",1,2
"Juncus_subnodulosus","SP06",1,2
"Juncus_subnodulosus","SP11",1,1
"Juncus_subnodulosus","SP12",1,3
"Juncus_subnodulosus","SP20",1,1
"Juncus_subnodulosus","SP21",1,2
"Juncus_subnodulosus","SP22",1,2
"Juncus_subnodulosus","SP30",1,2
"Juncus_subnodulosus","SP31",1,2
"Juncus_subnodulosus","SP36",1,2
"Juncus_subnodulosus","SP39",1,1
"Juncus_subnodulosus","SP41",1,5
"Juncus_subnodulosus","SP42",1,3
"Juncus_subnodulosus","SP44",1,2
"Juncus_subnodulosus","SP50",1,9
"Juncus_subnodulosus","SP51",1,2
"Juncus_subnodulosus","SP52",1,2
"Juncus_subnodulosus","SP53",1,3
"Juncus_subnodulosus","SP54",1,2
"Juncus_subnodulosus","SP60",1,2
"Juncus_subnodulosus","SP62",1,2
"Juncus_subnodulosus","SP63",1,8
"Juncus_subnodulosus","SP64",1,3
"Juncus_subnodulosus","SP70",1,3
"Juncus_subnodulosus","SP72",1,3
"Juncus_subnodulosus","SP73",1,5
"Juncus_subnodulosus","SP80",1,2
"Juncus_subnodulosus","SP82",1,9
"Juncus_subnodulosus","SP83",1,4
"Juncus_subnodulosus","SP84",1,1
"Juncus_subnodulosus","SP85",1,2
"Juncus_subnodulosus","SP87",1,2
"Juncus_subnodulosus","SP92",1,7
"Juncus_subnodulosus","SP93",1,1
"Juncus_subnodulosus","SP95",1,4
"Juncus_subnodulosus","SR89",1,2
"Juncus_subnodulosus","SR99",1,1
"Juncus_subnodulosus","SS19",1,2
"Juncus_subnodulosus","SS49",1,6
"Juncus_subnodulosus","SS59",1,4
"Juncus_subnodulosus","SS60",1,1
"Juncus_subnodulosus","SS64",1,2
"Juncus_subnodulosus","SS74",1,5
"Juncus_subnodulosus","SS92",1,1
"Juncus_subnodulosus","ST00",1,1
"Juncus_subnodulosus","ST01",1,1
"Juncus_subnodulosus","ST30",1,5
"Juncus_subnodulosus","ST32",1,5
"Juncus_subnodulosus","ST33",1,8
"Juncus_subnodulosus","ST38",1,4
"Juncus_subnodulosus","ST43",1,10
"Juncus_subnodulosus","ST46",1,3
"Juncus_subnodulosus","ST47",1,4
"Juncus_subnodulosus","ST48",1,2
"Juncus_subnodulosus","ST86",1,1
"Juncus_subnodulosus","ST89",1,1
"Juncus_subnodulosus","SU08",1,4
"Juncus_subnodulosus","SU09",1,1
"Juncus_subnodulosus","SU33",1,5
"Juncus_subnodulosus","SU34",1,2
"Juncus_subnodulosus","SU43",1,1
"Juncus_subnodulosus","SU44",1,4
"Juncus_subnodulosus","SU47",1,1
"Juncus_subnodulosus","SU53",1,3
"Juncus_subnodulosus","SU59",1,1
"Juncus_subnodulosus","SU65",1,6
"Juncus_subnodulosus","SU75",1,5
"Juncus_subnodulosus","SU78",1,1
"Juncus_subnodulosus","SU85",1,3
"Juncus_subnodulosus","SX57",1,1
"Juncus_subnodulosus","SX68",1,1
"Juncus_subnodulosus","SX87",1,3
"Juncus_subnodulosus","SX88",1,1
"Juncus_subnodulosus","SX97",1,1
"Juncus_subnodulosus","SX99",1,1
"Juncus_subnodulosus","SY08",1,1
"Juncus_subnodulosus","SY18",1,5
"Juncus_subnodulosus","SY19",1,1
"Juncus_subnodulosus","SY98",1,14
"Juncus_subnodulosus","SZ19",1,4
"Juncus_subnodulosus","SZ47",1,2
"Juncus_subnodulosus","SZ59",1,1
"Juncus_subnodulosus","T10",1,1
"Juncus_subnodulosus","TA01",1,2
"Juncus_subnodulosus","TA03",1,3
"Juncus_subnodulosus","TA04",1,13
"Juncus_subnodulosus","TA05",1,7
"Juncus_subnodulosus","TA06",1,2
"Juncus_subnodulosus","TA07",1,1
"Juncus_subnodulosus","TA08",1,2
"Juncus_subnodulosus","TA11",1,1
"Juncus_subnodulosus","TA14",1,4
"Juncus_subnodulosus","TA17",1,5
"Juncus_subnodulosus","TA22",1,1
"Juncus_subnodulosus","TA27",1,3
"Juncus_subnodulosus","TF00",1,10
"Juncus_subnodulosus","TF01",1,5
"Juncus_subnodulosus","TF04",1,5
"Juncus_subnodulosus","TF06",1,9
"Juncus_subnodulosus","TF07",1,4
"Juncus_subnodulosus","TF08",1,3
"Juncus_subnodulosus","TF09",1,4
"Juncus_subnodulosus","TF10",1,10
"Juncus_subnodulosus","TF11",1,14
"Juncus_subnodulosus","TF14",1,3
"Juncus_subnodulosus","TF17",1,6
"Juncus_subnodulosus","TF18",1,2
"Juncus_subnodulosus","TF19",1,8
"Juncus_subnodulosus","TF26",1,1
"Juncus_subnodulosus","TF27",1,2
"Juncus_subnodulosus","TF28",1,4
"Juncus_subnodulosus","TF29",1,1
"Juncus_subnodulosus","TF36",1,3
"Juncus_subnodulosus","TF38",1,1
"Juncus_subnodulosus","TF39",1,7
"Juncus_subnodulosus","TF48",1,7
"Juncus_subnodulosus","TF49",1,4
"Juncus_subnodulosus","TF61",1,9
"Juncus_subnodulosus","TF62",1,7
"Juncus_subnodulosus","TF63",1,3
"Juncus_subnodulosus","TF70",1,7
"Juncus_subnodulosus","TF71",1,9
"Juncus_subnodulosus","TF72",1,3
"Juncus_subnodulosus","TF73",1,2
"Juncus_subnodulosus","TF74",1,4
"Juncus_subnodulosus","TF80",1,6
"Juncus_subnodulosus","TF81",1,5
"Juncus_subnodulosus","TF82",1,5
"Juncus_subnodulosus","TF90",1,6
"Juncus_subnodulosus","TF91",1,9
"Juncus_subnodulosus","TF92",1,7
"Juncus_subnodulosus","TF93",1,7
"Juncus_subnodulosus","TF94",1,1
"Juncus_subnodulosus","TG00",1,9
"Juncus_subnodulosus","TG01",1,13
"Juncus_subnodulosus","TG02",1,5
"Juncus_subnodulosus","TG03",1,8
"Juncus_subnodulosus","TG04",1,2
"Juncus_subnodulosus","TG10",1,10
"Juncus_subnodulosus","TG11",1,8
"Juncus_subnodulosus","TG12",1,7
"Juncus_subnodulosus","TG13",1,12
"Juncus_subnodulosus","TG14",1,3
"Juncus_subnodulosus","TG20",1,8
"Juncus_subnodulosus","TG21",1,10
"Juncus_subnodulosus","TG22",1,6
"Juncus_subnodulosus","TG23",1,8
"Juncus_subnodulosus","TG30",1,17
"Juncus_subnodulosus","TG31",1,18
"Juncus_subnodulosus","TG32",1,14
"Juncus_subnodulosus","TG40",1,13
"Juncus_subnodulosus","TG41",1,17
"Juncus_subnodulosus","TG42",1,18
"Juncus_subnodulosus","TL02",1,4
"Juncus_subnodulosus","TL03",1,3
"Juncus_subnodulosus","TL05",1,3
"Juncus_subnodulosus","TL09",1,6
"Juncus_subnodulosus","TL13",1,4
"Juncus_subnodulosus","TL15",1,2
"Juncus_subnodulosus","TL18",1,5
"Juncus_subnodulosus","TL19",1,7
"Juncus_subnodulosus","TL23",1,3
"Juncus_subnodulosus","TL27",1,1
"Juncus_subnodulosus","TL28",1,6
"Juncus_subnodulosus","TL29",1,12
"Juncus_subnodulosus","TL34",1,2
"Juncus_subnodulosus","TL36",1,4
"Juncus_subnodulosus","TL37",1,3
"Juncus_subnodulosus","TL41",1,3
"Juncus_subnodulosus","TL44",1,6
"Juncus_subnodulosus","TL46",1,6
"Juncus_subnodulosus","TL49",1,4
"Juncus_subnodulosus","TL57",1,12
"Juncus_subnodulosus","TL58",1,8
"Juncus_subnodulosus","TL60",1,1
"Juncus_subnodulosus","TL67",1,3
"Juncus_subnodulosus","TL69",1,5
"Juncus_subnodulosus","TL74",1,1
"Juncus_subnodulosus","TL77",1,2
"Juncus_subnodulosus","TL78",1,9
"Juncus_subnodulosus","TL79",1,8
"Juncus_subnodulosus","TL86",1,2
"Juncus_subnodulosus","TL88",1,1
"Juncus_subnodulosus","TL89",1,7
"Juncus_subnodulosus","TL93",1,2
"Juncus_subnodulosus","TL96",1,3
"Juncus_subnodulosus","TL97",1,3
"Juncus_subnodulosus","TL98",1,6
"Juncus_subnodulosus","TL99",1,12
"Juncus_subnodulosus","TM04",1,1
"Juncus_subnodulosus","TM05",1,5
"Juncus_subnodulosus","TM07",1,6
"Juncus_subnodulosus","TM08",1,8
"Juncus_subnodulosus","TM09",1,5
"Juncus_subnodulosus","TM14",1,1
"Juncus_subnodulosus","TM17",1,4
"Juncus_subnodulosus","TM18",1,3
"Juncus_subnodulosus","TM19",1,9
"Juncus_subnodulosus","TM24",1,4
"Juncus_subnodulosus","TM25",1,2
"Juncus_subnodulosus","TM27",1,2
"Juncus_subnodulosus","TM28",1,3
"Juncus_subnodulosus","TM29",1,4
"Juncus_subnodulosus","TM34",1,3
"Juncus_subnodulosus","TM35",1,4
"Juncus_subnodulosus","TM37",1,4
"Juncus_subnodulosus","TM39",1,6
"Juncus_subnodulosus","TM45",1,6
"Juncus_subnodulosus","TM46",1,8
"Juncus_subnodulosus","TM47",1,11
"Juncus_subnodulosus","TM48",1,2
"Juncus_subnodulosus","TM49",1,17
"Juncus_subnodulosus","TM58",1,3
"Juncus_subnodulosus","TM59",1,6
"Juncus_subnodulosus","TQ49",1,1
"Juncus_subnodulosus","TQ55",1,1
"Juncus_subnodulosus","TQ58",1,1
"Juncus_subnodulosus","TQ65",1,1
"Juncus_subnodulosus","TQ76",1,1
"Juncus_subnodulosus","TR01",1,2
"Juncus_subnodulosus","TR06",1,1
"Juncus_subnodulosus","TR13",1,2
"Juncus_subnodulosus","TR15",1,1
"Juncus_subnodulosus","TR16",1,1
"Juncus_subnodulosus","TR23",1,1
"Juncus_subnodulosus","TR26",1,3
"Juncus_subnodulosus","TR35",1,8
"Juncus_subnodulosus","TR36",1,2
"Juncus_subnodulosus","V88",1,1
"Juncus_subnodulosus","W64",1,1
"Limonium_vulgare","NU14",1,4
"Limonium_vulgare","NX45",1,6
"Limonium_vulgare","NX54",1,3
"Limonium_vulgare","NX64",1,7
"Limonium_vulgare","NX65",1,1
"Limonium_vulgare","NX74",1,4
"Limonium_vulgare","NX84",1,3
"Limonium_vulgare","NX85",1,9
"Limonium_vulgare","NX95",1,2
"Limonium_vulgare","NZ42",1,3
"Limonium_vulgare","NZ52",1,8
"Limonium_vulgare","SC26",1,1
"Limonium_vulgare","SD09",1,4
"Limonium_vulgare","SD16",1,3
"Limonium_vulgare","SD17",1,9
"Limonium_vulgare","SD19",1,1
"Limonium_vulgare","SD26",1,6
"Limonium_vulgare","SD27",1,1
"Limonium_vulgare","SD28",1,1
"Limonium_vulgare","SD32",1,2
"Limonium_vulgare","SD34",1,14
"Limonium_vulgare","SD37",1,6
"Limonium_vulgare","SD38",1,3
"Limonium_vulgare","SD45",1,12
"Limonium_vulgare","SD46",1,8
"Limonium_vulgare","SD47",1,11
"Limonium_vulgare","SD48",1,2
"Limonium_vulgare","SH27",1,4
"Limonium_vulgare","SH28",1,3
"Limonium_vulgare","SH36",1,6
"Limonium_vulgare","SH48",1,3
"Limonium_vulgare","SH52",1,3
"Limonium_vulgare","SH53",1,5
"Limonium_vulgare","SH77",1,5
"Limonium_vulgare","SH87",1,1
"Limonium_vulgare","SS42",1,3
"Limonium_vulgare","SS43",1,4
"Limonium_vulgare","SS49",1,8
"Limonium_vulgare","SS53",1,4
"Limonium_vulgare","SS58",1,5
"Limonium_vulgare","SS79",1,1
"Limonium_vulgare","ST24",1,9
"Limonium_vulgare","ST25",1,2
"Limonium_vulgare","ST27",1,4
"Limonium_vulgare","ST28",1,1
"Limonium_vulgare","ST38",1,8
"Limonium_vulgare","SU30",1,2
"Limonium_vulgare","SU40",1,10
"Limonium_vulgare","SU50",1,5
"Limonium_vulgare","SU60",1,10
"Limonium_vulgare","SU70",1,14
"Limonium_vulgare","SU80",1,6
"Limonium_vulgare","SX73",1,1
"Limonium_vulgare","SX74",1,1
"Limonium_vulgare","SX87",1,2
"Limonium_vulgare","SX97",1,3
"Limonium_vulgare","SX98",1,3
"Limonium_vulgare","SX99",1,1
"Limonium_vulgare","SY08",1,1
"Limonium_vulgare","SY98",1,9
"Limonium_vulgare","SZ08",1,7
"Limonium_vulgare","SZ09",1,2
"Limonium_vulgare","SZ38",1,6
"Limonium_vulgare","SZ49",1,11
"Limonium_vulgare","SZ59",1,8
"Limonium_vulgare","SZ79",1,5
"Limonium_vulgare","TA02",1,1
"Limonium_vulgare","TA12",1,2
"Limonium_vulgare","TA21",1,7
"Limonium_vulgare","TA30",1,9
"Limonium_vulgare","TA40",1,2
"Limonium_vulgare","TA41",1,2
"Limonium_vulgare","TF33",1,11
"Limonium_vulgare","TF34",1,5
"Limonium_vulgare","TF41",1,1
"Limonium_vulgare","TF42",1,5
"Limonium_vulgare","TF43",1,6
"Limonium_vulgare","TF44",1,8
"Limonium_vulgare","TF45",1,5
"Limonium_vulgare","TF49",1,9
"Limonium_vulgare","TF52",1,7
"Limonium_vulgare","TF55",1,8
"Limonium_vulgare","TF57",1,3
"Limonium_vulgare","TF62",1,5
"Limonium_vulgare","TF63",1,4
"Limonium_vulgare","TF64",1,2
"Limonium_vulgare","TF74",1,9
"Limonium_vulgare","TF84",1,9
"Limonium_vulgare","TF94",1,11
"Limonium_vulgare","TG04",1,9
"Limonium_vulgare","TG14",1,2
"Limonium_vulgare","TG33",1,4
"Limonium_vulgare","TG40",1,8
"Limonium_vulgare","TG41",1,1
"Limonium_vulgare","TG50",1,5
"Limonium_vulgare","TG51",1,1
"Limonium_vulgare","TL80",1,6
"Limonium_vulgare","TL90",1,15
"Limonium_vulgare","TL91",1,8
"Limonium_vulgare","TM00",1,6
"Limonium_vulgare","TM01",1,15
"Limonium_vulgare","TM02",1,3
"Limonium_vulgare","TM03",1,2
"Limonium_vulgare","TM11",1,7
"Limonium_vulgare","TM13",1,13
"Limonium_vulgare","TM14",1,2
"Limonium_vulgare","TM22",1,12
"Limonium_vulgare","TM23",1,14
"Limonium_vulgare","TM33",1,3
"Limonium_vulgare","TM34",1,8
"Limonium_vulgare","TM44",1,5
"Limonium_vulgare","TM45",1,8
"Limonium_vulgare","TM47",1,8
"Limonium_vulgare","TQ50",1,1
"Limonium_vulgare","TQ60",1,5
"Limonium_vulgare","TQ67",1,3
"Limonium_vulgare","TQ76",1,7
"Limonium_vulgare","TQ77",1,11
"Limonium_vulgare","TQ86",1,9
"Limonium_vulgare","TQ87",1,20
"Limonium_vulgare","TQ88",1,4
"Limonium_vulgare","TQ91",1,1
"Limonium_vulgare","TQ96",1,12
"Limonium_vulgare","TQ97",1,4
"Limonium_vulgare","TR06",1,10
"Limonium_vulgare","TR07",1,1
"Limonium_vulgare","TR16",1,2
"Limonium_vulgare","TR36",1,4
"Limonium_vulgare","WV65",1,2
"Limonium_vulgare","WV75",1,1
"Lobelia_dortmanna","B72",1,1
"Lobelia_dortmanna","C01",1,5
"Lobelia_dortmanna","D14",1,2
"Lobelia_dortmanna","D21",1,2
"Lobelia_dortmanna","D22",1,1
"Lobelia_dortmanna","G52",1,2
"Lobelia_dortmanna","G72",1,1
"Lobelia_dortmanna","G94",1,3
"Lobelia_dortmanna","G96",1,9
"Lobelia_dortmanna","H03",1,2
"Lobelia_dortmanna","H04",1,6
"Lobelia_dortmanna","H05",1,7
"Lobelia_dortmanna","H06",1,9
"Lobelia_dortmanna","H43",1,1
"Lobelia_dortmanna","H78",1,2
"Lobelia_dortmanna","H96",1,1
"Lobelia_dortmanna","HP60",1,2
"Lobelia_dortmanna","HU25",1,7
"Lobelia_dortmanna","HU31",1,1
"Lobelia_dortmanna","HU35",1,2
"Lobelia_dortmanna","HU38",1,8
"Lobelia_dortmanna","HU45",1,2
"Lobelia_dortmanna","HU47",1,1
"Lobelia_dortmanna","HY32",1,1
"Lobelia_dortmanna","J33",1,2
"Lobelia_dortmanna","L54",1,1
"Lobelia_dortmanna","L63",1,2
"Lobelia_dortmanna","L64",1,13
"Lobelia_dortmanna","L66",1,4
"Lobelia_dortmanna","L73",1,6
"Lobelia_dortmanna","L74",1,7
"Lobelia_dortmanna","L75",1,5
"Lobelia_dortmanna","L84",1,10
"Lobelia_dortmanna","L93",1,3
"Lobelia_dortmanna","M02",1,3
"Lobelia_dortmanna","M04",1,10
"Lobelia_dortmanna","M05",1,9
"Lobelia_dortmanna","N19",1,1
"Lobelia_dortmanna","N29",1,1
"Lobelia_dortmanna","NB01",1,11
"Lobelia_dortmanna","NB03",1,15
"Lobelia_dortmanna","NB11",1,7
"Lobelia_dortmanna","NB13",1,7
"Lobelia_dortmanna","NB23",1,11
"Lobelia_dortmanna","NB24",1,7
"Lobelia_dortmanna","NB34",1,7
"Lobelia_dortmanna","NB54",1,3
"Lobelia_dortmanna","NB90",1,2
"Lobelia_dortmanna","NC12",1,25
"Lobelia_dortmanna","NC13",1,15
"Lobelia_dortmanna","NC20",1,5
"Lobelia_dortmanna","NC21",1,8
"Lobelia_dortmanna","NC26",1,10
"Lobelia_dortmanna","NC30",1,11
"Lobelia_dortmanna","NC32",1,8
"Lobelia_dortmanna","NC40",1,5
"Lobelia_dortmanna","NC41",1,3
"Lobelia_dortmanna","NC42",1,5
"Lobelia_dortmanna","NC45",1,8
"Lobelia_dortmanna","NC50",1,2
"Lobelia_dortmanna","NC52",1,5
"Lobelia_dortmanna","NC53",1,6
"Lobelia_dortmanna","NC56",1,6
"Lobelia_dortmanna","NC60",1,7
"Lobelia_dortmanna","NC66",1,4
"Lobelia_dortmanna","NC70",1,1
"Lobelia_dortmanna","NC76",1,3
"Lobelia_dortmanna","NC83",1,2
"Lobelia_dortmanna","NC85",1,1
"Lobelia_dortmanna","NC93",1,1
"Lobelia_dortmanna","NC95",1,2
"Lobelia_dortmanna","NC96",1,1
"Lobelia_dortmanna","ND04",1,6
"Lobelia_dortmanna","ND05",1,2
"Lobelia_dortmanna","ND14",1,3
"Lobelia_dortmanna","ND29",1,2
"Lobelia_dortmanna","NF71",1,3
"Lobelia_dortmanna","NF72",1,15
"Lobelia_dortmanna","NF73",1,13
"Lobelia_dortmanna","NF74",1,3
"Lobelia_dortmanna","NF75",1,3
"Lobelia_dortmanna","NF77",1,4
"Lobelia_dortmanna","NF81",1,3
"Lobelia_dortmanna","NF83",1,5
"Lobelia_dortmanna","NF84",1,8
"Lobelia_dortmanna","NF85",1,13
"Lobelia_dortmanna","NF86",1,16
"Lobelia_dortmanna","NF87",1,8
"Lobelia_dortmanna","NF97",1,5
"Lobelia_dortmanna","NF98",1,1
"Lobelia_dortmanna","NG08",1,12
"Lobelia_dortmanna","NG13",1,1
"Lobelia_dortmanna","NG14",1,3
"Lobelia_dortmanna","NG19",1,17
"Lobelia_dortmanna","NG24",1,3
"Lobelia_dortmanna","NG31",1,1
"Lobelia_dortmanna","NG32",1,4
"Lobelia_dortmanna","NG33",1,5
"Lobelia_dortmanna","NG34",1,3
"Lobelia_dortmanna","NG41",1,7
"Lobelia_dortmanna","NG42",1,11
"Lobelia_dortmanna","NG43",1,4
"Lobelia_dortmanna","NG44",1,2
"Lobelia_dortmanna","NG45",1,4
"Lobelia_dortmanna","NG46",1,8
"Lobelia_dortmanna","NG47",1,2
"Lobelia_dortmanna","NG50",1,4
"Lobelia_dortmanna","NG51",1,7
"Lobelia_dortmanna","NG52",1,6
"Lobelia_dortmanna","NG53",1,8
"Lobelia_dortmanna","NG54",1,6
"Lobelia_dortmanna","NG55",1,3
"Lobelia_dortmanna","NG60",1,5
"Lobelia_dortmanna","NG61",1,11
"Lobelia_dortmanna","NG62",1,6
"Lobelia_dortmanna","NG71",1,2
"Lobelia_dortmanna","NG72",1,4
"Lobelia_dortmanna","NG75",1,6
"Lobelia_dortmanna","NG77",1,4
"Lobelia_dortmanna","NG78",1,3
"Lobelia_dortmanna","NG79",1,2
"Lobelia_dortmanna","NG81",1,1
"Lobelia_dortmanna","NG83",1,6
"Lobelia_dortmanna","NG84",1,3
"Lobelia_dortmanna","NG85",1,7
"Lobelia_dortmanna","NG87",1,9
"Lobelia_dortmanna","NG88",1,8
"Lobelia_dortmanna","NG89",1,5
"Lobelia_dortmanna","NG91",1,1
"Lobelia_dortmanna","NG94",1,2
"Lobelia_dortmanna","NG95",1,7
"Lobelia_dortmanna","NH05",1,10
"Lobelia_dortmanna","NH10",1,7
"Lobelia_dortmanna","NH12",1,3
"Lobelia_dortmanna","NH13",1,1
"Lobelia_dortmanna","NH15",1,4
"Lobelia_dortmanna","NH17",1,2
"Lobelia_dortmanna","NH20",1,3
"Lobelia_dortmanna","NH22",1,5
"Lobelia_dortmanna","NH23",1,4
"Lobelia_dortmanna","NH25",1,2
"Lobelia_dortmanna","NH27",1,6
"Lobelia_dortmanna","NH29",1,8
"Lobelia_dortmanna","NH30",1,5
"Lobelia_dortmanna","NH33",1,2
"Lobelia_dortmanna","NH40",1,1
"Lobelia_dortmanna","NH41",1,4
"Lobelia_dortmanna","NH42",1,1
"Lobelia_dortmanna","NH43",1,5
"Lobelia_dortmanna","NH45",1,5
"Lobelia_dortmanna","NH46",1,1
"Lobelia_dortmanna","NH51",1,1
"Lobelia_dortmanna","NH52",1,4
"Lobelia_dortmanna","NH53",1,1
"Lobelia_dortmanna","NH55",1,1
"Lobelia_dortmanna","NH57",1,1
"Lobelia_dortmanna","NH59",1,1
"Lobelia_dortmanna","NH62",1,5
"Lobelia_dortmanna","NH63",1,5
"Lobelia_dortmanna","NH69",1,3
"Lobelia_dortmanna","NH70",1,1
"Lobelia_dortmanna","NH80",1,4
"Lobelia_dortmanna","NH81",1,1
"Lobelia_dortmanna","NH85",1,1
"Lobelia_dortmanna","NH87",1,1
"Lobelia_dortmanna","NH90",1,3
"Lobelia_dortmanna","NH91",1,6
"Lobelia_dortmanna","NH93",1,6
"Lobelia_dortmanna","NJ10",1,1
"Lobelia_dortmanna","NM25",1,7
"Lobelia_dortmanna","NM26",1,4
"Lobelia_dortmanna","NM39",1,11
"Lobelia_dortmanna","NM45",1,4
"Lobelia_dortmanna","NM46",1,11
"Lobelia_dortmanna","NM47",1,2
"Lobelia_dortmanna","NM48",1,2
"Lobelia_dortmanna","NM56",1,11
"Lobelia_dortmanna","NM66",1,15
"Lobelia_dortmanna","NM69",1,3
"Lobelia_dortmanna","NM80",1,3
"Lobelia_dortmanna","NM81",1,5
"Lobelia_dortmanna","NM90",1,4
"Lobelia_dortmanna","NM91",1,5
"Lobelia_dortmanna","NM92",1,11
"Lobelia_dortmanna","NM93",1,5
"Lobelia_dortmanna","NM95",1,3
"Lobelia_dortmanna","NN04",1,3
"Lobelia_dortmanna","NN06",1,3
"Lobelia_dortmanna","NN12",1,5
"Lobelia_dortmanna","NN18",1,3
"Lobelia_dortmanna","NN21",1,3
"Lobelia_dortmanna","NN22",1,1
"Lobelia_dortmanna","NN23",1,1
"Lobelia_dortmanna","NN24",1,9
"Lobelia_dortmanna","NN25",1,3
"Lobelia_dortmanna","NN26",1,4
"Lobelia_dortmanna","NN29",1,2
"Lobelia_dortmanna","NN30",1,3
"Lobelia_dortmanna","NN31",1,3
"Lobelia_dortmanna","NN35",1,8
"Lobelia_dortmanna","NN40",1,5
"Lobelia_dortmanna","NN41",1,2
"Lobelia_dortmanna","NN42",1,4
"Lobelia_dortmanna","NN45",1,3
"Lobelia_dortmanna","NN48",1,2
"Lobelia_dortmanna","NN50",1,6
"Lobelia_dortmanna","NN51",1,3
"Lobelia_dortmanna","NN52",1,3
"Lobelia_dortmanna","NN53",1,2
"Lobelia_dortmanna","NN57",1,1
"Lobelia_dortmanna","NN60",1,1
"Lobelia_dortmanna","NN66",1,2
"Lobelia_dortmanna","NN69",1,3
"Lobelia_dortmanna","NN75",1,2
"Lobelia_dortmanna","NN79",1,1
"Lobelia_dortmanna","NN83",1,1
"Lobelia_dortmanna","NN84",1,4
"Lobelia_dortmanna","NN85",1,2
"Lobelia_dortmanna","NN86",1,1
"Lobelia_dortmanna","NN95",1,1
"Lobelia_dortmanna","NO04",1,7
"Lobelia_dortmanna","NO05",1,6
"Lobelia_dortmanna","NO14",1,3
"Lobelia_dortmanna","NO16",1,2
"Lobelia_dortmanna","NO37",1,2
"Lobelia_dortmanna","NO49",1,2
"Lobelia_dortmanna","NR26",1,2
"Lobelia_dortmanna","NR36",1,3
"Lobelia_dortmanna","NR39",1,5
"Lobelia_dortmanna","NR46",1,2
"Lobelia_dortmanna","NR75",1,3
"Lobelia_dortmanna","NR78",1,6
"Lobelia_dortmanna","NR79",1,1
"Lobelia_dortmanna","NR85",1,3
"Lobelia_dortmanna","NR86",1,2
"Lobelia_dortmanna","NR88",1,2
"Lobelia_dortmanna","NR89",1,5
"Lobelia_dortmanna","NR93",1,2
"Lobelia_dortmanna","NS07",1,1
"Lobelia_dortmanna","NS19",1,5
"Lobelia_dortmanna","NS38",1,4
"Lobelia_dortmanna","NS39",1,3
"Lobelia_dortmanna","NT09",1,2
"Lobelia_dortmanna","NX25",1,3
"Lobelia_dortmanna","NX27",1,3
"Lobelia_dortmanna","NX35",1,2
"Lobelia_dortmanna","NX37",1,2
